Date(UTC+1 28 Jan 2024 - 28 Jan 2025),Symbol,Type,Side,Fill Price,Order Price,Filled (crypto amount),Total,Contract Size,Fee,Realized PnL,Net Amount,Wallet,Position Remaining (crypto amount),Crypto Unit
2024-12-19 18:52:27,OP-PERP,Limit,Buy,1.9834,1.9834,3.0,3.0,0.1,0.00035701,0,-0.00035701,Cross,477.2,OP
2024-12-19 18:52:27,OP-PERP,Limit,Buy,1.9836,1.9836,3.0,3.0,0.1,0.00035705,0,-0.00035705,Cross,474.2,OP
2024-12-19 18:52:27,OP-PERP,Limit,Buy,1.9839,1.9839,3.0,3.0,0.1,0.0003571,0,-0.0003571,Cross,471.2,OP
2024-12-19 18:52:27,OP-PERP,Limit,Buy,1.9841,1.9841,3.0,3.0,0.1,0.00035714,0,-0.00035714,Cross,468.2,OP
2024-12-19 18:52:26,OP-PERP,Limit,Buy,1.9844,1.9844,3.0,3.0,0.1,0.00035719,0,-0.00035719,Cross,465.2,OP
2024-12-19 18:52:26,OP-PERP,Limit,Buy,1.9848,1.9848,3.0,3.0,0.1,0.00035726,0,-0.00035726,Cross,462.2,OP
2024-12-19 18:52:26,OP-PERP,Limit,Buy,1.9851,1.9851,3.0,3.0,0.1,0.00035732,0,-0.00035732,Cross,459.2,OP
2024-12-19 18:52:25,OP-PERP,Limit,Buy,1.9855,1.9855,3.0,3.0,0.1,0.00035739,0,-0.00035739,Cross,456.2,OP
2024-12-19 18:52:25,OP-PERP,Limit,Buy,1.9859,1.9859,3.0,3.0,0.1,0.00035746,0,-0.00035746,Cross,453.2,OP
2024-12-19 18:52:25,OP-PERP,Limit,Buy,1.9863,1.9863,3.0,3.0,0.1,0.00035753,0,-0.00035753,Cross,450.2,OP
2024-12-19 18:52:24,OP-PERP,Limit,Buy,1.9868,1.9868,3.0,3.0,0.1,0.00035762,0,-0.00035762,Cross,447.2,OP
2024-12-19 18:52:24,OP-PERP,Limit,Buy,1.9872,1.9872,3.0,3.0,0.1,0.0003577,0,-0.0003577,Cross,444.2,OP
2024-12-19 18:52:24,OP-PERP,Limit,Buy,1.9878,1.9878,3.0,3.0,0.1,0.0003578,0,-0.0003578,Cross,441.2,OP
2024-12-19 18:52:24,OP-PERP,Limit,Buy,1.9883,1.9883,3.0,3.0,0.1,0.00035789,0,-0.00035789,Cross,438.2,OP
2024-12-19 18:52:24,OP-PERP,Limit,Buy,1.9889,1.9889,3.0,3.0,0.1,0.000358,0,-0.000358,Cross,435.2,OP
2024-12-19 18:52:23,OP-PERP,Limit,Buy,1.9896,1.9896,3.0,3.0,0.1,0.00035813,0,-0.00035813,Cross,432.2,OP
2024-12-19 18:52:23,OP-PERP,Limit,Buy,1.9903,1.9903,3.0,3.0,0.1,0.00035825,0,-0.00035825,Cross,429.2,OP
2024-12-19 18:52:23,OP-PERP,Limit,Buy,1.9910,1.9910,3.0,3.0,0.1,0.00035838,0,-0.00035838,Cross,426.2,OP
2024-12-19 18:52:23,OP-PERP,Limit,Buy,1.9918,1.9918,3.0,3.0,0.1,0.00035852,0,-0.00035852,Cross,423.2,OP
2024-12-19 18:51:31,OP-PERP,Limit,Buy,1.9927,1.9927,3.0,3.0,0.1,0.00035869,0,-0.00035869,Cross,420.2,OP
2024-12-19 18:51:30,OP-PERP,Limit,Buy,1.9936,1.9936,3.0,3.0,0.1,0.00035885,0,-0.00035885,Cross,417.2,OP
2024-12-19 18:51:29,OP-PERP,Limit,Buy,1.9946,1.9946,3.0,3.0,0.1,0.00035903,0,-0.00035903,Cross,414.2,OP
2024-12-19 18:51:28,OP-PERP,Limit,Buy,1.9956,1.9956,3.0,3.0,0.1,0.00035921,0,-0.00035921,Cross,411.2,OP
2024-12-19 18:49:55,OP-PERP,Limit,Buy,1.9968,1.9968,3.0,3.0,0.1,0.00035942,0,-0.00035942,Cross,408.2,OP
2024-12-19 18:49:55,OP-PERP,Limit,Buy,1.9980,1.9980,3.0,3.0,0.1,0.00035964,0,-0.00035964,Cross,405.2,OP
2024-12-19 18:49:51,OP-PERP,Limit,Buy,1.9993,1.9993,3.0,3.0,0.1,0.00035987,0,-0.00035987,Cross,402.2,OP
2024-12-19 18:49:49,OP-PERP,Limit,Buy,2.0007,2.0007,3.0,3.0,0.1,0.00036013,0,-0.00036013,Cross,399.2,OP
2024-12-19 18:49:49,OP-PERP,Limit,Buy,2.0022,2.0022,3.0,3.0,0.1,0.0003604,0,-0.0003604,Cross,396.2,OP
2024-12-19 18:49:21,OP-PERP,Limit,Buy,2.0038,2.0038,3.0,3.0,0.1,0.00036068,0,-0.00036068,Cross,393.2,OP
2024-12-19 18:49:16,OP-PERP,Limit,Buy,2.0055,2.0055,3.0,3.0,0.1,0.00036099,0,-0.00036099,Cross,390.2,OP
2024-12-19 18:49:13,OP-PERP,Limit,Buy,2.0074,2.0074,3.0,3.0,0.1,0.00036133,0,-0.00036133,Cross,387.2,OP
2024-12-19 18:49:11,OP-PERP,Limit,Buy,2.0094,2.0094,3.0,3.0,0.1,0.00036169,0,-0.00036169,Cross,384.2,OP
2024-12-19 18:49:10,OP-PERP,Limit,Buy,2.0115,2.0115,3.0,3.0,0.1,0.00036207,0,-0.00036207,Cross,381.2,OP
2024-12-19 18:49:03,OP-PERP,Limit,Buy,2.0138,2.0138,3.0,3.0,0.1,0.00036248,0,-0.00036248,Cross,378.2,OP
2024-12-19 18:49:02,OP-PERP,Limit,Buy,2.0162,2.0162,3.0,3.0,0.1,0.00036292,0,-0.00036292,Cross,375.2,OP
2024-12-19 18:48:17,OP-PERP,Limit,Buy,2.0189,2.0189,3.0,3.0,0.1,0.0003634,0,-0.0003634,Cross,372.2,OP
2024-12-19 18:48:07,OP-PERP,Limit,Buy,2.0217,2.0217,3.0,3.0,0.1,0.00036391,0,-0.00036391,Cross,369.2,OP
2024-12-19 18:39:26,OP-PERP,Limit,Buy,2.0247,2.0247,3.0,3.0,0.1,0.00036445,0,-0.00036445,Cross,366.2,OP
2024-12-19 18:38:59,OP-PERP,Limit,Buy,2.0280,2.0280,3.0,3.0,0.1,0.00036504,0,-0.00036504,Cross,363.2,OP
2024-12-19 18:38:36,OP-PERP,Limit,Buy,2.0314,2.0314,3.0,3.0,0.1,0.00036565,0,-0.00036565,Cross,360.2,OP
2024-12-19 11:23:06,SEI-PERP,Limit,Buy,0.4745,0.4746,1000.0,1000.0,1,0.23725,0,-0.23725,Cross,1860.0,SEI
2024-12-19 03:08:09,ONE-PERP,Limit,Buy,0.02652,0.02652,190.0,190.0,1,0.00030233,0,-0.00030233,Cross,29000.0,ONE
2024-12-19 03:08:09,ONE-PERP,Limit,Buy,0.02652,0.02652,190.0,190.0,1,0.00030233,0,-0.00030233,Cross,28810.0,ONE
2024-12-19 03:08:09,ONE-PERP,Limit,Buy,0.02652,0.02652,190.0,190.0,1,0.00030233,0,-0.00030233,Cross,28620.0,ONE
2024-12-19 03:08:09,ONE-PERP,Limit,Buy,0.02652,0.02652,190.0,190.0,1,0.00030233,0,-0.00030233,Cross,28430.0,ONE
2024-12-19 03:08:09,ONE-PERP,Limit,Buy,0.02652,0.02652,190.0,190.0,1,0.00030233,0,-0.00030233,Cross,28240.0,ONE
2024-12-19 03:08:09,ONE-PERP,Limit,Buy,0.02652,0.02652,190.0,190.0,1,0.00030233,0,-0.00030233,Cross,28050.0,ONE
2024-12-19 03:08:09,ONE-PERP,Limit,Buy,0.02652,0.02652,190.0,190.0,1,0.00030233,0,-0.00030233,Cross,27860.0,ONE
2024-12-19 03:08:09,ONE-PERP,Limit,Buy,0.02652,0.02652,190.0,190.0,1,0.00030233,0,-0.00030233,Cross,27670.0,ONE
2024-12-19 03:08:09,ONE-PERP,Limit,Buy,0.02652,0.02652,190.0,190.0,1,0.00030233,0,-0.00030233,Cross,27480.0,ONE
2024-12-19 03:08:09,ONE-PERP,Limit,Buy,0.02652,0.02652,190.0,190.0,1,0.00030233,0,-0.00030233,Cross,27290.0,ONE
2024-12-19 03:08:09,ONE-PERP,Limit,Buy,0.02652,0.02652,190.0,190.0,1,0.00030233,0,-0.00030233,Cross,27100.0,ONE
2024-12-19 03:08:09,ONE-PERP,Limit,Buy,0.02652,0.02652,190.0,190.0,1,0.00030233,0,-0.00030233,Cross,26910.0,ONE
2024-12-19 03:07:32,ONE-PERP,Limit,Buy,0.02653,0.02653,190.0,190.0,1,0.00030244,0,-0.00030244,Cross,26720.0,ONE
2024-12-19 03:07:32,ONE-PERP,Limit,Buy,0.02653,0.02653,190.0,190.0,1,0.00030244,0,-0.00030244,Cross,26530.0,ONE
2024-12-19 03:07:32,ONE-PERP,Limit,Buy,0.02653,0.02653,190.0,190.0,1,0.00030244,0,-0.00030244,Cross,26340.0,ONE
2024-12-19 03:07:32,ONE-PERP,Limit,Buy,0.02653,0.02653,190.0,190.0,1,0.00030244,0,-0.00030244,Cross,26150.0,ONE
2024-12-19 03:07:32,ONE-PERP,Limit,Buy,0.02653,0.02653,190.0,190.0,1,0.00030244,0,-0.00030244,Cross,25960.0,ONE
2024-12-19 03:07:32,ONE-PERP,Limit,Buy,0.02653,0.02653,190.0,190.0,1,0.00030244,0,-0.00030244,Cross,25770.0,ONE
2024-12-19 03:07:32,ONE-PERP,Limit,Buy,0.02653,0.02653,190.0,190.0,1,0.00030244,0,-0.00030244,Cross,25580.0,ONE
2024-12-19 03:07:32,ONE-PERP,Limit,Buy,0.02654,0.02654,190.0,190.0,1,0.00030256,0,-0.00030256,Cross,25390.0,ONE
2024-12-19 03:07:32,ONE-PERP,Limit,Buy,0.02654,0.02654,190.0,190.0,1,0.00030256,0,-0.00030256,Cross,25200.0,ONE
2024-12-19 03:07:32,ONE-PERP,Limit,Buy,0.02654,0.02654,190.0,190.0,1,0.00030256,0,-0.00030256,Cross,25010.0,ONE
2024-12-19 03:07:32,ONE-PERP,Limit,Buy,0.02654,0.02654,190.0,190.0,1,0.00030256,0,-0.00030256,Cross,24820.0,ONE
2024-12-19 03:07:32,ONE-PERP,Limit,Buy,0.02654,0.02654,190.0,190.0,1,0.00030256,0,-0.00030256,Cross,24630.0,ONE
2024-12-19 03:07:30,ONE-PERP,Limit,Buy,0.02655,0.02655,190.0,190.0,1,0.00030267,0,-0.00030267,Cross,24440.0,ONE
2024-12-19 03:07:30,ONE-PERP,Limit,Buy,0.02655,0.02655,190.0,190.0,1,0.00030267,0,-0.00030267,Cross,24250.0,ONE
2024-12-19 03:07:30,ONE-PERP,Limit,Buy,0.02655,0.02655,190.0,190.0,1,0.00030267,0,-0.00030267,Cross,24060.0,ONE
2024-12-19 03:07:30,ONE-PERP,Limit,Buy,0.02656,0.02656,190.0,190.0,1,0.00030278,0,-0.00030278,Cross,23870.0,ONE
2024-12-19 03:07:30,ONE-PERP,Limit,Buy,0.02656,0.02656,190.0,190.0,1,0.00030278,0,-0.00030278,Cross,23680.0,ONE
2024-12-19 03:07:30,ONE-PERP,Limit,Buy,0.02656,0.02656,190.0,190.0,1,0.00030278,0,-0.00030278,Cross,23490.0,ONE
2024-12-19 03:07:29,ONE-PERP,Limit,Buy,0.02657,0.02657,190.0,190.0,1,0.0003029,0,-0.0003029,Cross,23300.0,ONE
2024-12-19 03:07:29,ONE-PERP,Limit,Buy,0.02657,0.02657,190.0,190.0,1,0.0003029,0,-0.0003029,Cross,23110.0,ONE
2024-12-19 03:07:29,ONE-PERP,Limit,Buy,0.02657,0.02657,190.0,190.0,1,0.0003029,0,-0.0003029,Cross,22920.0,ONE
2024-12-19 03:07:28,ONE-PERP,Limit,Buy,0.02658,0.02658,190.0,190.0,1,0.00030301,0,-0.00030301,Cross,22730.0,ONE
2024-12-19 03:07:28,ONE-PERP,Limit,Buy,0.02658,0.02658,190.0,190.0,1,0.00030301,0,-0.00030301,Cross,22540.0,ONE
2024-12-19 03:07:27,ONE-PERP,Limit,Buy,0.02659,0.02659,190.0,190.0,1,0.00030313,0,-0.00030313,Cross,22350.0,ONE
2024-12-19 03:07:27,ONE-PERP,Limit,Buy,0.02659,0.02659,190.0,190.0,1,0.00030313,0,-0.00030313,Cross,22160.0,ONE
2024-12-19 03:07:11,ONE-PERP,Limit,Buy,0.02660,0.02660,190.0,190.0,1,0.00030324,0,-0.00030324,Cross,21970.0,ONE
2024-12-19 03:07:11,ONE-PERP,Limit,Buy,0.02661,0.02661,190.0,190.0,1,0.00030335,0,-0.00030335,Cross,21780.0,ONE
2024-12-19 03:07:11,ONE-PERP,Limit,Buy,0.02661,0.02661,190.0,190.0,1,0.00030335,0,-0.00030335,Cross,21590.0,ONE
2024-12-19 03:07:09,ONE-PERP,Limit,Buy,0.02662,0.02662,190.0,190.0,1,0.00030347,0,-0.00030347,Cross,21400.0,ONE
2024-12-19 03:07:09,ONE-PERP,Limit,Buy,0.02663,0.02663,190.0,190.0,1,0.00030358,0,-0.00030358,Cross,21210.0,ONE
2024-12-19 03:07:09,ONE-PERP,Limit,Buy,0.02664,0.02664,190.0,190.0,1,0.0003037,0,-0.0003037,Cross,21020.0,ONE
2024-12-19 03:07:09,ONE-PERP,Limit,Buy,0.02665,0.02665,190.0,190.0,1,0.00030381,0,-0.00030381,Cross,20830.0,ONE
2024-12-19 03:06:49,ONE-PERP,Limit,Buy,0.02666,0.02666,190.0,190.0,1,0.00030392,0,-0.00030392,Cross,20640.0,ONE
2024-12-19 03:06:07,ONE-PERP,Limit,Buy,0.02667,0.02667,190.0,190.0,1,0.00030404,0,-0.00030404,Cross,20450.0,ONE
2024-12-19 03:06:06,ONE-PERP,Limit,Buy,0.02668,0.02668,190.0,190.0,1,0.00030415,0,-0.00030415,Cross,20260.0,ONE
2024-12-19 03:05:40,ONE-PERP,Limit,Buy,0.02669,0.02669,190.0,190.0,1,0.00030427,0,-0.00030427,Cross,20070.0,ONE
2024-12-19 03:05:40,ONE-PERP,Limit,Buy,0.02671,0.02671,190.0,190.0,1,0.00030449,0,-0.00030449,Cross,19880.0,ONE
2024-12-19 03:05:40,ONE-PERP,Limit,Buy,0.02672,0.02672,190.0,190.0,1,0.00030461,0,-0.00030461,Cross,19690.0,ONE
2024-12-19 03:04:08,ONE-PERP,Limit,Buy,0.02674,0.02674,190.0,190.0,1,0.00030484,0,-0.00030484,Cross,19500.0,ONE
2024-12-19 03:03:18,ONE-PERP,Limit,Buy,0.02675,0.02675,190.0,190.0,1,0.00030495,0,-0.00030495,Cross,19310.0,ONE
2024-12-19 03:03:18,ONE-PERP,Limit,Buy,0.02677,0.02677,190.0,190.0,1,0.00030518,0,-0.00030518,Cross,19120.0,ONE
2024-12-19 03:03:18,ONE-PERP,Limit,Buy,0.02679,0.02679,190.0,190.0,1,0.00030541,0,-0.00030541,Cross,18930.0,ONE
2024-12-19 03:03:16,ONE-PERP,Limit,Buy,0.02681,0.02681,190.0,190.0,1,0.00030563,0,-0.00030563,Cross,18740.0,ONE
2024-12-19 03:03:16,ONE-PERP,Limit,Buy,0.02683,0.02683,190.0,190.0,1,0.00030586,0,-0.00030586,Cross,18550.0,ONE
2024-12-19 03:03:13,ONE-PERP,Limit,Buy,0.02685,0.02685,190.0,190.0,1,0.00030609,0,-0.00030609,Cross,18360.0,ONE
2024-12-19 03:03:12,ONE-PERP,Limit,Buy,0.02688,0.02688,190.0,190.0,1,0.00030643,0,-0.00030643,Cross,18170.0,ONE
2024-12-19 03:03:11,ONE-PERP,Limit,Buy,0.02691,0.02691,190.0,190.0,1,0.00030677,0,-0.00030677,Cross,17980.0,ONE
2024-12-19 02:58:57,ONE-PERP,Limit,Buy,0.02693,0.02693,190.0,190.0,1,0.000307,0,-0.000307,Cross,17790.0,ONE
2024-12-19 02:58:51,ONE-PERP,Limit,Buy,0.02697,0.02697,190.0,190.0,1,0.00030746,0,-0.00030746,Cross,17600.0,ONE
2024-12-19 02:58:42,ONE-PERP,Limit,Buy,0.02700,0.02700,190.0,190.0,1,0.0003078,0,-0.0003078,Cross,17410.0,ONE
2024-12-19 02:58:38,ONE-PERP,Limit,Buy,0.02703,0.02703,190.0,190.0,1,0.00030814,0,-0.00030814,Cross,17220.0,ONE
2024-12-19 02:58:36,ONE-PERP,Limit,Buy,0.02707,0.02707,190.0,190.0,1,0.0003086,0,-0.0003086,Cross,17030.0,ONE
2024-12-19 02:58:33,ONE-PERP,Limit,Buy,0.02711,0.02711,190.0,190.0,1,0.00030905,0,-0.00030905,Cross,16840.0,ONE
2024-12-19 02:58:31,ONE-PERP,Limit,Buy,0.02716,0.02716,190.0,190.0,1,0.00030962,0,-0.00030962,Cross,16650.0,ONE
2024-12-19 02:58:28,ONE-PERP,Limit,Buy,0.02720,0.02720,190.0,190.0,1,0.00031008,0,-0.00031008,Cross,16460.0,ONE
2024-12-19 01:02:54,ONE-PERP,Limit,Buy,0.02725,0.02725,190.0,190.0,1,0.00031065,0,-0.00031065,Cross,16270.0,ONE
2024-12-19 01:02:53,ONE-PERP,Limit,Buy,0.02731,0.02731,190.0,190.0,1,0.00031133,0,-0.00031133,Cross,16080.0,ONE
2024-12-18 22:54:11,PYTH-PERP,Limit,Buy,0.40517,0.40530,2822.0,5000.0,1,0.57169487,0,-0.57169487,Cross,40005.0,PYTH
2024-12-18 22:54:11,PYTH-PERP,Limit,Buy,0.40498,0.40530,2178.0,5000.0,1,0.44102322,0,-0.44102322,Cross,37183.0,PYTH
